"id","req_specification","class"
"2245"," Those are going to be the sort of constants. Because that can be responsibly done and basically says, ""That's it.""","NULL"
"2246"," I would love to actually really create test cases  supposed to be doing that so that those are in there all the time.","NULL"
"2247"," If we keep it all together, we keep Baski's stories that we're working on, the other five stories that we're working on in this iteration...","NULL"
"2248"," Yeah, if that could be done in the two weeks, then they could all be in 1.20.","NULL"
"2249"," 2.0Female Participant:  Oh, you want to change the release?","NULL"
"2250"," I think if the release is...","NULL"
"2251"," She's saying you can include it in 1.20 without...We're not releasing any of this to the public in 2.0Female Participant:  Right.","NULL"
"2252"," No. No, we're not.","NULL"
"2253"," But they'll be in there.","NULL"
"2254"," It can be released without anybody knowing it's there.","NULL"
"2255"," As 1.20, because I have bug fixes in there.","NULL"
"2256"," Yeah. That's fine. I was just saying, as we start this thing...","NULL"
"2257"," What's being worked on then right now?","NULL"
"2258"," we should change it to 2.0Male Participant:  What's being worked on then?","NULL"
"2259"," The two stories you did before I left, that weren't released for production yet.","NULL"
"2260"," All that's been built.","NULL"
"2261"," That's been built and is ready to go, it just hasn't been released to production yet. I've got to look at the permitting thing on the conduit.","NULL"
"2262"," The question is, ""Is it going to be rebuilt?""","NULL"
"2263"," Yes, we'll need a rebuild.","NULL"
"2264"," What's being changed?","NULL"
"2265"," What's in there right now, what's going to be changed?","NULL"
"2266"," What you used in training, everything, as far as I know, works that's there already. I just have to put it in production.","NULL"
"2267"," Right. But there are some other things that came up that I need to talk to you all about, which is in...Did I schedule that meeting yet? I don't know that I did yet. There are some other things that might need to be changed in the next two weeks. I don't know.","NULL"
"2268"," If we do this, what we're talking about, it shouldn't impact anything that's in existing production. If it's a different URL, then we know  URL.","NULL"
"2269"," Will there be something that I can test under that bit, whatever is going to be developed?","NULL"
"2270"," Test what?","NULL"
"2271"," The login.","NULL"
"2272"," She doesn't want something checked in, we deploy the current Notify, and we've screwed something up. That's all she's worried about.","NULL"
"2273"," I already told her this. We are not touching anything code wise, without  needs to be doing.","NULL"
"2274"," It's not going to be the same URL for this.","NULL"
"2275"," It's a different URL. After the case is opened up, that's it. There's nothing going to change the current Notify functionality. Nothing. You just login, often because we have to check into Notify, that's it. Other than that, it's not going to be anything more on Notify. You're not going to affect any process and applications.","NULL"
"2276"," But if I'm still putting it under that TFS case is it something I'm going to be able to test within the next two weeks?","NULL"
"2277"," Yeah. That's what we said. We're going to do it and within two weeks. Of course, we haven't let him answer the question yet of his estimate price. We're assuming that we will be able to.","NULL"
"2278"," I'll make sure that you know exactly what to do. How about that? That way when you guys want, you can test this new functionality. No confusion.","NULL"
